County,CountyFIPS,Age Group (5-year),Age Sorting Variable,Sex,Total Population 2020,Total Population 2021,Total Population 2022,Total Population 2023,Total Population 2024,Total Population 2025
Douglas,17,9-May,2,Male,1479.1,1441.41,1432.5,1424.43,1420.4,1406.41
Douglas,17,9-May,2,Female,1429.1,1405.84,1394.92,1382.6,1371.07,1364.02
Douglas,17,14-Oct,3,Female,1581.11,1586.67,1592.92,1585.3,1575.88,1527
Douglas,17,14-Oct,3,Male,1714.12,1715.24,1709.57,1677.67,1646.72,1590.79
Douglas,17,15-19,4,Male,1584.11,1658.46,1700.11,1725.34,1790.59,1809.48
Douglas,17,15-19,4,Female,1467.1,1535.42,1549.58,1573.18,1621.24,1642.57
Douglas,17,20-24,5,Male,1265.09,1326.4,1268.88,1327.42,1371.14,1422.77
Douglas,17,20-24,5,Female,1095.08,1180.24,1123.83,1179.96,1259.12,1323.66
Douglas,17,25-29,6,Female,1208.08,1166.84,1147.51,1122.81,1134.69,1168.41
Douglas,17,25-29,6,Male,1353.1,1313.44,1302.53,1293.37,1315.74,1373.06
Douglas,17,30-34,7,Female,1339.09,1366.29,1367.35,1375.98,1391.37,1378.47
Douglas,17,30-34,7,Male,1408.1,1481.94,1496.56,1528.27,1572.66,1533.91
Douglas,17,35-39,8,Female,1365.1,1412.77,1436.66,1436.31,1439.29,1449.69
Douglas,17,35-39,8,Male,1446.1,1514.97,1552.36,1559.98,1582.78,1614.36
Douglas,17,45-49,10,Female,1270.09,1259.73,1274.15,1280.28,1283.75,1311.94
Douglas,17,45-49,10,Male,1182.08,1203.15,1245.3,1293.23,1335.3,1357.71
Douglas,17,50-54,11,Female,1215.09,1206.45,1219.8,1223.16,1238.19,1266
Douglas,17,50-54,11,Male,1203.08,1203.97,1220.52,1244.3,1256.33,1258.32
Douglas,17,55-59,12,Male,1312.09,1282.25,1252.27,1214.62,1197.46,1206.09
Douglas,17,55-59,12,Female,1383.1,1351.53,1326.74,1311.76,1280.53,1233.31
Douglas,17,60-64,13,Female,1371.1,1377.13,1391.56,1395.04,1403.73,1405.69
Douglas,17,60-64,13,Male,1391.1,1374.73,1382.13,1376.62,1366.36,1305.66
Douglas,17,65-69,14,Female,1275.09,1300.35,1340.49,1367.57,1389.43,1379.9
Douglas,17,65-69,14,Male,1251.09,1276.94,1307.69,1333.1,1346.19,1354.66
Douglas,17,70-74,15,Male,1003.07,1035.66,1074.75,1105.8,1137.56,1161.68
Douglas,17,70-74,15,Female,1050.07,1081.18,1130.38,1167.28,1204.2,1223.53
Douglas,17,75-79,16,Female,768.0540203,804.2877494,837.7385182,882.715399,919.6621263,955.76
Douglas,17,75-79,16,Male,700.0492372,734.9089873,767.1457572,798.1785786,836.8890844,874.02
Douglas,17,80-84,17,Female,458.0322152,489.7687917,528.8443356,561.361256,599.9253047,637.42
Douglas,17,80-84,17,Male,434.0305271,454.4488778,488.5827858,518.5417085,546.2692654,571.73
Douglas,17,40-44,18,Female,1284.09,1315.79,1340.69,1374.32,1404.27,1400.21
Douglas,17,85+,18,Male,319.0224381,333.2471345,346.3797249,361.5552159,382.3858302,403.37
Douglas,17,85+,18,Female,451.0317228,456.902027,465.5408965,480.2221886,501.144203,522.7
Douglas,17,40-44,18,Male,1239.09,1321.95,1384.76,1447.16,1508.15,1534.13
Ferry,19,0-4,1,Male,145.2022224,144.4630291,151.3947463,152.7284589,159.9772748,166.4
Ferry,19,0-4,1,Female,174.242607,164.3539316,167.5593245,157.9138972,159.5851589,148.8
Ferry,19,9-May,2,Male,229.3192733,219.5145438,204.2398874,182.1183017,160.6079861,149.2
Ferry,19,9-May,2,Female,188.2622261,182.6124838,181.1299251,178.1523926,175.0531759,175.86
Ferry,19,14-Oct,3,Male,174.2427132,181.4555386,196.5203443,209.9469097,221.489406,223.87
Ferry,19,14-Oct,3,Female,203.2828545,203.1711895,202.5969547,194.6806529,186.8001562,184.95
Ferry,19,15-19,4,Female,157.2186557,166.793793,174.0513587,177.7879198,184.191502,192.65
Ferry,19,15-19,4,Male,207.2885757,210.4002511,205.766443,199.4013942,196.5608825,198.48
Ferry,19,20-24,5,Female,118.1647242,126.345924,119.7403544,124.10002,129.5570918,135.85
Ferry,19,20-24,5,Male,135.1882163,152.0550436,134.0853947,143.3116648,154.4835123,169.97
Ferry,19,25-29,6,Male,129.179865,122.2863852,121.8480143,114.15264,112.9944768,113.65
Ferry,19,25-29,6,Female,128.1784565,119.999716,111.6808439,107.4810062,107.7630236,111.63
Ferry,19,30-34,7,Male,183.2554117,175.507906,159.2822255,146.7361976,138.4796865,132.19
Ferry,19,30-34,7,Female,178.2481291,172.2986034,165.4316848,148.4966266,142.0256902,132.47
Ferry,19,35-39,8,Male,167.2328345,168.5509996,175.9377113,179.9424649,173.4506394,174.81
Ferry,19,35-39,8,Female,155.2161208,161.9251064,173.6949885,186.2251208,188.0999737,192.17
Ferry,19,45-49,10,Male,185.2581015,200.3768812,211.9471469,220.4504352,224.9582517,229.05
Ferry,19,45-49,10,Female,185.2584011,202.9658521,218.8427706,232.549878,244.2161704,241.01
Ferry,19,50-54,11,Female,207.288777,198.863647,199.1761992,200.8964526,204.9905085,204.42
Ferry,19,50-54,11,Male,169.2359422,170.8243224,179.8179359,187.3450543,194.4084495,203.27
Ferry,19,55-59,12,Female,286.3991506,285.5029124,271.9946723,258.7857161,241.488406,225.4
Ferry,19,55-59,12,Male,262.3657154,244.6562731,231.586843,224.4131805,214.7409967,203.86
Ferry,19,60-64,13,Male,353.4930861,339.9278223,328.3328966,309.6560069,302.4938593,282.31
Ferry,19,60-64,13,Female,313.4370815,309.2004034,315.5047204,314.5602396,319.5283695,318.49
Ferry,19,65-69,14,Female,381.5326216,380.9901941,378.4829618,363.6027975,351.9146884,337.14
Ferry,19,65-69,14,Male,394.5508439,404.3741208,401.2992644,393.8540957,387.7956023,367.56
Ferry,19,70-74,15,Male,319.4457628,330.5404851,354.4670538,371.8040611,380.6501452,388.14
Ferry,19,70-74,15,Female,292.4081645,309.9455111,333.4089785,351.2482216,363.1074984,367.55
Ferry,19,75-79,16,Male,200.2794219,210.3172894,220.0691774,231.3944721,247.6177818,264.52
Ferry,19,75-79,16,Female,173.2419548,190.5563547,206.7132664,227.1674634,242.8213637,259.19
Ferry,19,80-84,17,Male,124.1734219,128.3942571,133.7525182,137.134382,141.789713,148.41
Ferry,19,80-84,17,Female,83.11583755,92.31761304,102.024365,111.8583213,126.0645364,143.34
Ferry,19,40-44,18,Female,216.3013686,214.8434335,205.8287536,196.479448,192.8602928,184
Ferry,19,85+,18,Male,60.083367,69.39112664,75.84898321,83.57280766,90.99820899,99.48
Ferry,19,40-44,18,Male,206.2874936,204.5443988,199.364629,190.0541375,194.8651591,184.99
Ferry,19,85+,18,Female,90.12560066,89.73265725,86.57666264,89.9971611,91.5703617,94.92
Franklin,21,0-4,1,Male,3962.41,3902.93,3894.42,3840.82,3748.86,3726.32
Franklin,21,0-4,1,Female,3864.4,3780.52,3800,3740.31,3699.15,3639.07
Franklin,21,9-May,2,Female,4276.44,4207.11,4199.28,4144.4,4081.61,4020.25
Franklin,21,9-May,2,Male,4257.44,4178.86,4187.89,4169.36,4147.91,4124.98
Franklin,21,14-Oct,3,Male,4655.48,4618.04,4603.02,4542.01,4454.15,4357.9
Franklin,21,14-Oct,3,Female,4370.45,4372.25,4446.31,4456.97,4437.45,4384.31
Franklin,21,15-19,4,Male,4183.43,4276.12,4328.99,4441.12,4522.7,4550.02
Franklin,21,15-19,4,Female,3975.41,4105.69,4125.55,4189.65,4250.33,4293.54
Franklin,21,20-24,5,Female,3055.32,3304.49,3126.69,3276.44,3475.28,3655.36
Franklin,21,20-24,5,Male,3674.38,3803.2,3687.57,3832.15,3883.86,3923.99
Franklin,21,25-29,6,Male,3686.38,3613.36,3602.77,3654.98,3755.86,3861.12
Franklin,21,25-29,6,Female,3142.32,3090.05,3123.17,3086.5,3157.57,3227.69
Franklin,21,30-34,7,Female,3385.35,3488.25,3522.49,3428.83,3384.15,3397.56
Franklin,21,30-34,7,Male,3829.4,3870.44,3858.15,3815.34,3850.27,3844.41
Franklin,21,35-39,8,Female,3435.36,3521.21,3600.83,3610.02,3590.53,3554.54
Franklin,21,35-39,8,Male,3837.4,3940.19,3946.94,3944.22,3866.95,3851.13
Franklin,21,45-49,10,Male,2859.3,2967.47,3124.83,3246.95,3401.43,3457.58
Franklin,21,45-49,10,Female,2647.27,2799.86,2985.67,3093.62,3206.77,3243.97
Franklin,21,50-54,11,Male,2524.26,2585.95,2672.91,2810.15,2875.39,2943.98
Franklin,21,50-54,11,Female,2239.23,2306.18,2414.25,2528.78,2617.8,2751.92
Franklin,21,55-59,12,Male,2345.24,2341.95,2362.58,2371.24,2406.97,2511.01
Franklin,21,55-59,12,Female,2253.23,2265.7,2318.66,2326.48,2300.92,2283.93
Franklin,21,60-64,13,Female,2091.22,2117.5,2164.5,2187.88,2237.17,2250.36
Franklin,21,60-64,13,Male,2082.22,2075.91,2110.04,2148.59,2165.81,2164.5
Franklin,21,65-69,14,Male,1862.19,1882.75,1912.72,1927.74,1942.28,1926.77
Franklin,21,65-69,14,Female,1739.18,1814.63,1907.49,1968.69,2002.8,2027.44
Franklin,21,70-74,15,Female,1330.14,1388.9,1468.32,1532.24,1606.59,1654.92
Franklin,21,70-74,15,Male,1276.13,1364.09,1471.22,1539.45,1629,1682.93
Franklin,21,75-79,16,Female,829.0857373,896.7452879,974.6825041,1055.26,1134.67,1190.71
Franklin,21,75-79,16,Male,768.0794286,808.7454771,863.2285846,929.2350111,994.707966,1069.8
Franklin,21,80-84,17,Male,483.0499531,499.6540028,521.7312342,547.3218922,567.3346563,598.27
Franklin,21,80-84,17,Female,475.0491257,508.1539905,551.4895803,590.6047472,632.1509196,690.66
Franklin,21,40-44,18,Male,3370.35,3511.41,3637.81,3778.67,3873.84,3911.91
Franklin,21,85+,18,Male,342.0353705,359.7356882,375.1454802,388.4089344,413.5100703,430.1
Franklin,21,40-44,18,Female,3150.33,3284.14,3354.56,3434.92,3443.1,3490.24
Franklin,21,85+,18,Female,490.0506771,497.8185356,504.0884045,520.6136947,541.1357233,556.82
Garfield,23,0-4,1,Female,60.964586,54.15840813,48.80059769,45.72401635,38.64376785,44.9
Garfield,23,0-4,1,Male,66.04452325,63.19514426,70.89674739,75.0046262,76.39019925,70.55
Garfield,23,9-May,2,Female,73.15684561,73.01311333,69.14882097,66.84161582,65.68274825,62.59
Garfield,23,9-May,2,Male,81.28818025,78.33214042,76.27678706,72.71241413,71.0557645,67.39
Garfield,23,14-Oct,3,Male,67.06098893,72.1430425,76.86450853,80.88648036,83.12859923,81.25
Garfield,23,14-Oct,3,Female,70.10755091,70.61411811,72.87383509,75.13921244,76.5336292,75.47
Garfield,23,15-19,4,Male,55.88275149,58.92363249,58.45880613,59.47175589,66.44140835,67.02
Garfield,23,15-19,4,Female,59.94300122,64.34850709,63.49611667,63.08171066,66.51458154,66.82
Garfield,23,20-24,5,Male,51.83052949,49.28449052,51.11972362,50.51693967,49.45856558,50.3
Garfield,23,20-24,5,Female,31.4987441,34.30244574,30.70499074,33.03330538,36.46201233,41.8
Garfield,23,25-29,6,Female,46.73839813,39.99941762,35.37263534,34.42868399,35.78989537,37.56
Garfield,23,25-29,6,Male,53.8521314,52.63015659,46.53617771,46.82630345,46.64668785,48.45
Garfield,23,30-34,7,Female,64.01218066,69.51660915,68.99538485,61.36760194,59.16628296,51.01
Garfield,23,30-34,7,Male,47.7542736,53.81436333,58.51772506,56.21334445,54.31238473,52.63
Garfield,23,35-39,8,Male,50.80173582,51.94021744,53.46531428,56.45947263,62.27251391,62.72
Garfield,23,35-39,8,Female,57.91751589,59.18336012,63.45651592,66.31655651,70.49462606,71.35
Garfield,23,45-49,10,Male,69.09216175,69.13032774,68.2301642,67.84250179,68.36377647,67.05
Garfield,23,45-49,10,Female,55.89684491,61.18738796,66.54280759,70.66715794,79.41239164,73.6
Garfield,23,50-54,11,Male,45.72403502,48.99119318,47.73061645,49.94465684,46.09974876,50.92
Garfield,23,50-54,11,Female,66.04415435,59.77026884,56.74797717,56.16188999,56.07090662,62.83
Garfield,23,55-59,12,Male,76.20746355,70.62751146,68.22706871,66.94292519,62.69741833,60.88
Garfield,23,55-59,12,Female,91.4462583,88.40754942,82.1881879,77.66833601,71.21564723,63.35
Garfield,23,60-64,13,Female,90.44482482,90.57410303,91.16542742,88.89908182,92.47918355,89.1
Garfield,23,60-64,13,Male,107.7018077,99.99711374,93.84098927,88.1194488,85.81797073,77.58
Garfield,23,65-69,14,Female,115.8348062,113.5548466,106.1786176,101.0748038,97.05164616,93.43
Garfield,23,65-69,14,Male,105.6720442,109.6729372,109.4416797,105.1370137,101.4213824,97.46
Garfield,23,70-74,15,Female,74.17266248,84.15058356,95.09337131,105.4640486,105.8367988,107.26
Garfield,23,70-74,15,Male,80.2712197,80.71707189,82.74353764,87.98196097,93.47886144,95.6
Garfield,23,75-79,16,Female,47.75445221,50.34800593,54.95580529,59.08615065,70.41706493,72.16
Garfield,23,75-79,16,Male,64.0130243,69.9662641,70.48172889,71.68147134,69.7197252,68.14
Garfield,23,80-84,17,Female,33.53048078,36.31277961,37.7521402,38.40953351,41.45020216,45.81
Garfield,23,80-84,17,Male,24.38574624,26.64355917,31.66306532,32.47792102,35.24810422,40.43
Garfield,23,85+,18,Male,38.6045782,37.06266296,34.67139812,35.5943233,35.59466433,37.35
Garfield,23,40-44,18,Male,74.15720344,68.15526107,65.39407481,61.28776296,58.45175824,53.94
Garfield,23,40-44,18,Female,65.02896984,68.84548817,68.10252703,65.98115222,68.74263646,65.41
Garfield,23,85+,18,Female,19.30532531,18.61791751,22.01812831,23.71481968,24.59044537,24.06
Grant,25,0-4,1,Female,3461,3416.31,3412.64,3435.76,3447.4,3518.77
Grant,25,0-4,1,Male,3623,3533.74,3544.36,3517.45,3495.45,3554.19
Grant,25,9-May,2,Female,4078,3960.82,3884.17,3768.85,3654.71,3558.4
Grant,25,9-May,2,Male,3993,3896.8,3867.81,3820.25,3780.35,3744.05
Grant,25,14-Oct,3,Male,4258,4245.58,4258.78,4225.7,4174.5,4087.85
Grant,25,14-Oct,3,Female,4101,4141.89,4202.63,4245.02,4229.99,4160.76
Grant,25,15-19,4,Female,3618,3755.8,3782.97,3848.63,3975.51,4048.19
Grant,25,15-19,4,Male,3835,3962.77,4003.81,4091.06,4213.39,4224.33
Grant,25,20-24,5,Male,3379,3500.18,3388.2,3496.44,3569.81,3628.74
Grant,25,20-24,5,Female,2765,3042.75,2826.86,2988.35,3259.97,3408.24
Grant,25,25-29,6,Male,3638,3512.54,3449.74,3468.04,3525.53,3650.91
Grant,25,25-29,6,Female,3057,2932.59,2886.8,2862.09,2919.92,2994.61
Grant,25,30-34,7,Male,3590,3694.19,3735.17,3717.86,3769.69,3802.69
Grant,25,30-34,7,Female,3225,3366.45,3381.1,3389.09,3398.57,3310.96
Grant,25,35-39,8,Female,3009,3069.18,3142.99,3193.17,3278.65,3366.26
Grant,25,35-39,8,Male,3375,3534.4,3640.84,3658.37,3697.61,3778.01
Grant,25,45-49,10,Female,2628,2705.48,2819.38,2927.85,2999.28,3062.62
Grant,25,45-49,10,Male,2775,2832.49,2922.02,3007.36,3131.89,3154.35
Grant,25,50-54,11,Female,2555,2570.69,2647.85,2684.52,2737.59,2756.16
Grant,25,50-54,11,Male,2714,2748.31,2866.62,2923.1,2954.92,2980.99
Grant,25,55-59,12,Male,2927,2909.99,2864.84,2843.38,2825.19,2810.89
Grant,25,55-59,12,Female,2744,2723.39,2677.78,2682.59,2694.19,2652.51
Grant,25,60-64,13,Male,2749,2830.02,2875.03,2937.59,3036.38,2984.74
Grant,25,60-64,13,Female,2705,2783.56,2822.3,2863.47,2928.27,2860.04
Grant,25,65-69,14,Male,2435,2497.95,2575.28,2661.2,2752.61,2776.37
Grant,25,65-69,14,Female,2348,2405.11,2496.8,2587.14,2699.34,2767.34
Grant,25,70-74,15,Male,1878,1971.59,2062.77,2158.69,2270.48,2309.66
Grant,25,70-74,15,Female,2020,2048.14,2103.22,2155.04,2190.13,2215.39
Grant,25,75-79,16,Male,1309,1402.1,1478.77,1568.94,1643.66,1686.61
Grant,25,75-79,16,Female,1397,1484.91,1572.79,1654.02,1725.5,1783.63
Grant,25,80-84,17,Female,811,855.791835,920.7797564,984.3178673,1061.83,1142.79
Grant,25,80-84,17,Male,732,775.4444689,833.4725697,888.9055069,979.1427203,1052.88
Grant,25,85+,18,Female,892,890.5985458,891.1684121,900.7180603,922.6199393,949.38
Grant,25,40-44,18,Female,2936,3005.99,3023.09,3045.31,3102.22,3081.81
Grant,25,85+,18,Male,651,664.0542577,659.0671732,666.3787597,696.2127194,722.92
Grant,25,40-44,18,Male,2912,3128.41,3278.09,3433.36,3557.46,3661.96
Grays Harbor,27,0-4,1,Female,1836,1797.03,1773.54,1703.03,1667.62,1604.77
Grays Harbor,27,0-4,1,Male,1905,1854.99,1838.19,1811.25,1777.69,1749.76
Grays Harbor,27,9-May,2,Male,2156,2099.78,2056.86,2011.09,1967.95,1947.66
Grays Harbor,27,9-May,2,Female,1983,1935.01,1913.89,1903.27,1901.01,1888.22
Grays Harbor,27,14-Oct,3,Male,2316,2305.13,2301.22,2273.9,2231.53,2196.52
Grays Harbor,27,14-Oct,3,Female,2251,2213.32,2170.54,2124.7,2080.56,2064.97
Grays Harbor,27,15-19,4,Male,2149,2174.66,2170.49,2211.46,2241.29,2268.56
Grays Harbor,27,15-19,4,Female,2082,2145.62,2133.01,2162.44,2174.03,2182.33
Grays Harbor,27,20-24,5,Male,1939,1980.27,1930.34,1950.77,1950.73,1973.44
Grays Harbor,27,20-24,5,Female,1633,1735.35,1666.28,1729.1,1797.04,1877.37
Grays Harbor,27,25-29,6,Female,1834,1758.54,1718.46,1710.22,1715.34,1773.05
Grays Harbor,27,25-29,6,Male,2137,2027.01,1970.21,1972.45,1984.4,2052.8
Grays Harbor,27,30-34,7,Male,2481,2414.6,2364.05,2318.16,2253.2,2209.87
Grays Harbor,27,30-34,7,Female,2147,2161.11,2133.15,2085.56,2050.89,2007.83
Grays Harbor,27,35-39,8,Female,2232,2272.12,2300.99,2295.38,2295.66,2305.87
Grays Harbor,27,35-39,8,Male,2455,2447.88,2449.02,2409.23,2421.04,2448.42
Grays Harbor,27,45-49,10,Female,1981,1950.26,1966.31,2043.21,2127.74,2199.1
Grays Harbor,27,45-49,10,Male,2322,2252.36,2252.95,2289.99,2352.02,2358.82
Grays Harbor,27,50-54,11,Female,2282,2263.58,2260.36,2250.86,2182.49,2117.98
Grays Harbor,27,50-54,11,Male,2397,2338.85,2323.93,2290.75,2261.46,2260.45
Grays Harbor,27,55-59,12,Male,2792,2685.22,2573.75,2486.3,2435.4,2384.86
Grays Harbor,27,55-59,12,Female,2702,2647.59,2597.01,2516.23,2472.89,2403.78
Grays Harbor,27,60-64,13,Male,3016,2995.2,2953.57,2940.58,2865.97,2761.27
Grays Harbor,27,60-64,13,Female,3106,3111.79,3115.32,3083.77,3014.77,2931.08
Grays Harbor,27,65-69,14,Male,2961,3031.55,3120.54,3171.81,3169.05,3096.02
Grays Harbor,27,65-69,14,Female,3097,3220.62,3329.85,3426.79,3459.78,3371.01
Grays Harbor,27,70-74,15,Female,2500,2640.16,2759.93,2859.34,2973.92,3086.99
Grays Harbor,27,70-74,15,Male,2394,2539.77,2679.42,2795.19,2877.97,2894.2
Grays Harbor,27,75-79,16,Male,1473,1608,1735.14,1867.71,1994.88,2128.51
Grays Harbor,27,75-79,16,Female,1466,1596.23,1753.74,1920.93,2079.52,2235.79
Grays Harbor,27,80-84,17,Male,791.0000523,869.7604946,948.2745679,1014.01,1083.73,1169.38
Grays Harbor,27,80-84,17,Female,927.0000613,983.3806385,1028.77,1075.68,1140.36,1219.63
Grays Harbor,27,40-44,18,Female,2008,2115.29,2206.71,2270.76,2305.39,2360.42
Grays Harbor,27,85+,18,Female,855.0000565,877.162884,907.1160691,945.6240113,983.6303601,1029.62
Grays Harbor,27,40-44,18,Male,2449,2380.34,2339.7,2382.18,2373.95,2408.39
Grays Harbor,27,85+,18,Male,581.0000383,620.4651599,657.3632227,696.2658652,735.1229775,781.26
Island,29,0-4,1,Female,2179,2134.28,2086.68,2033.23,1974.45,1909.06
Island,29,0-4,1,Male,2298,2223.42,2168.19,2112.59,2003.71,1956.86
Island,29,9-May,2,Male,2295,2320.25,2349.91,2375.29,2399.35,2420.51
Island,29,9-May,2,Female,2184,2205.45,2230.71,2254.26,2276.22,2295.16
Island,29,14-Oct,3,Male,2170,2178.58,2196.8,2218.05,2241.87,2304.75
Island,29,14-Oct,3,Female,2082,2084.65,2089.46,2107.4,2128.66,2186.83
Island,29,15-19,4,Female,1970,1967.54,1897.34,1913.06,1929.28,1959.36
Island,29,15-19,4,Male,2110,2104.8,2056.63,2064.95,2082.9,2116.16
Island,29,20-24,5,Male,2877,2665.49,3002.17,2934.04,2813.82,2673.29
Island,29,20-24,5,Female,2280,2221.54,2355.08,2355.37,2338.08,2259.13
Island,29,25-29,6,Female,2623,2540.98,2460.86,2407.02,2398.26,2418.63
Island,29,25-29,6,Male,3133,2988.22,2912.03,2901.36,2898.77,2792.19
Island,29,30-34,7,Female,2627,2681.85,2678.02,2663.85,2681.09,2628.59
Island,29,30-34,7,Male,2819,2845.29,2819.15,2794.65,2789.21,2722.76
Island,29,35-39,8,Female,2364,2454.22,2507.81,2557.86,2606.81,2658.25
Island,29,35-39,8,Male,2556,2587.65,2581.74,2569.08,2562.76,2577.2
Island,29,45-49,10,Female,1986,1976.62,1992.18,2045.14,2088.72,2153.2
Island,29,45-49,10,Male,2040,1976.28,1937.56,1960.51,1996.43,2034.92
Island,29,50-54,11,Female,2389,2297.35,2241.03,2196.63,2142.11,2079.35
Island,29,50-54,11,Male,2216,2183.6,2167.17,2115.09,2058.69,2006.39
Island,29,55-59,12,Female,3186,3083.5,2931.03,2781.43,2638.54,2523.13
Island,29,55-59,12,Male,2722,2647.99,2540.21,2447.61,2356.09,2301.15
Island,29,60-64,13,Male,3087,3029.29,2998.59,2981.59,2957.05,2883.2
Island,29,60-64,13,Female,3746,3664.14,3592.12,3508.97,3477.34,3394.77
Island,29,65-69,14,Male,3452,3438.31,3394.87,3357.38,3331.54,3256.23
Island,29,65-69,14,Female,4004,4062.07,4087.31,4051.13,4035,3924.46
Island,29,70-74,15,Male,3155,3294.38,3354.88,3398.59,3450.37,3388.58
Island,29,70-74,15,Female,3447,3586.07,3678.88,3828.74,3902.98,3969.88
Island,29,75-79,16,Male,2057,2224.32,2407.93,2573.5,2735.11,2866.01
Island,29,75-79,16,Female,2293,2493.81,2669.46,2852.17,3036.13,3173.03
Island,29,80-84,17,Male,1106,1215.87,1305.83,1411.74,1502.36,1624.17
Island,29,80-84,17,Female,1210,1334.33,1466.69,1606.7,1760.95,1924.36
Island,29,40-44,18,Female,2123,2174.11,2210.43,2263.4,2342.07,2393.23
Island,29,40-44,18,Male,2078,2149.1,2222.1,2296.27,2362.94,2442.94
Island,29,85+,18,Male,863,902.4297645,922.3634377,976.6498515,1048.37,1101.53
Island,29,85+,18,Female,1130,1162.24,1186.8,1234.68,1301.98,1380.74
Jefferson,31,0-4,1,Male,546.2816141,507.0316906,495.2670703,462.3473693,416.3653955,383.79
Jefferson,31,0-4,1,Female,450.2320995,416.2782148,408.7683842,391.7393425,369.0893058,357.85
Jefferson,31,9-May,2,Female,544.2805825,528.4743107,514.3847924,501.4825758,488.1111697,481.65
Jefferson,31,9-May,2,Male,581.2996663,575.6752705,577.4016328,578.2973152,578.0655916,582.56
Jefferson,31,14-Oct,3,Male,609.314108,604.7850867,604.4901008,604.068295,604.0085181,609.51
Jefferson,31,14-Oct,3,Female,577.2976032,575.7478044,579.5536999,577.6643395,574.7075396,571.84
Jefferson,31,15-19,4,Male,579.2986347,593.1864623,593.7927164,596.3245969,603.2523555,612.86
Jefferson,31,15-19,4,Female,528.2723301,545.3482753,545.1637559,553.5837628,563.1155186,578.7
Jefferson,31,20-24,5,Female,410.2114684,419.5957675,403.994729,422.202377,439.7241011,471.28
Jefferson,31,20-24,5,Male,460.2372573,464.0241952,452.8156234,469.9329591,487.1902253,513.23
Jefferson,31,25-29,6,Female,591.304824,553.1907265,520.6737919,480.0294318,461.3993354,471.76
Jefferson,31,25-29,6,Male,602.3104976,570.4749624,524.929214,500.5738613,501.9629683,510.11
Jefferson,31,30-34,7,Female,742.3827063,764.2498301,768.7044761,761.734123,736.0977634,702.15
Jefferson,31,30-34,7,Male,776.4002427,754.9346509,743.6046115,735.2905562,710.4087358,679.57
Jefferson,31,35-39,8,Female,781.4028216,819.0529546,841.9300841,861.4424987,886.0871464,882.34
Jefferson,31,35-39,8,Male,851.438926,855.3197926,846.049347,831.8461679,843.6754823,832.19
Jefferson,31,45-49,10,Male,707.3646541,703.7037247,716.3190827,739.2023651,768.0362675,791.92
Jefferson,31,45-49,10,Female,731.3770328,717.2482367,730.2621703,749.6827475,782.0234216,798.71
Jefferson,31,50-54,11,Female,885.4564624,870.4448481,866.9178232,875.4038761,848.7604241,822.49
Jefferson,31,50-54,11,Male,880.4538835,847.2840577,839.610567,822.2520034,811.5845441,776.07
Jefferson,31,55-59,12,Female,1282.66,1216.83,1152.86,1085.23,1050.66,1006.71
Jefferson,31,55-59,12,Male,1089.56,1051.73,1013.97,1004.64,975.0750131,952.6
Jefferson,31,60-64,13,Male,1510.78,1428.33,1387.12,1327.02,1279.44,1215.26
Jefferson,31,60-64,13,Female,1917.99,1828.92,1759.03,1637.4,1565.06,1475.92
Jefferson,31,65-69,14,Male,1968.01,1940.71,1908.43,1807.13,1763.14,1689.78
Jefferson,31,65-69,14,Female,2131.1,2155.51,2201.59,2166.27,2165.19,2089.67
Jefferson,31,70-74,15,Male,1840.95,1897.28,1964.72,2012.54,2036.67,2004.87
Jefferson,31,70-74,15,Female,2024.04,2067.8,2098.44,2116.61,2128.38,2148.21
Jefferson,31,75-79,16,Female,1269.65,1396.08,1529.69,1661.42,1767.09,1874.07
Jefferson,31,75-79,16,Male,1305.67,1397.46,1480.53,1544.52,1618.81,1689.76
Jefferson,31,80-84,17,Male,639.3295813,704.4449572,775.3550003,868.1346367,954.870359,1052.67
Jefferson,31,80-84,17,Female,620.3197816,697.1206092,772.6387701,854.2528791,955.8577954,1066.56
Jefferson,31,85+,18,Female,562.2898665,577.9838422,597.9693528,620.5931099,658.7303269,712.51
Jefferson,31,85+,18,Male,479.247057,513.9248618,535.8493406,558.7966119,590.3942087,629.99
Jefferson,31,40-44,18,Male,783.4038532,782.1456982,802.4371076,824.8252895,868.5476453,889.84
Jefferson,31,40-44,18,Female,715.3687803,757.6769782,794.7326407,820.5224953,848.419618,896
King,33,0-4,1,Male,62517,62274.27,62135.55,61693.89,61475.35,60878.69
King,33,0-4,1,Female,59740,59454.97,59490.68,59112.7,58827.86,58297.64
King,33,9-May,2,Female,62743,62935.95,63120,63444.89,64199.47,64678.73
King,33,9-May,2,Male,66073,66199.75,66309.74,66558.86,67265.55,67699.69
King,33,14-Oct,3,Female,63451,63959.33,64316.69,64477.85,65019,65873.02
King,33,14-Oct,3,Male,66835,67468.97,67851.76,68036.58,68568.61,69408.76
King,33,15-19,4,Male,64091,64176.95,65624.85,65914.26,66914.74,67784.42
King,33,15-19,4,Female,61864,62052.69,62769.61,62998.53,63865.76,64564.48
King,33,20-24,5,Female,70813,72840.28,73939.94,76614.64,74360.16,72866.01
King,33,20-24,5,Male,74267,75630.84,75471.6,77136.01,76235.71,75036.65
King,33,25-29,6,Female,96585,95675.57,95583.15,96339.61,94632.59,93487.77
King,33,25-29,6,Male,103026,102602,102890.34,102492.23,101072.06,99577.69
