County,CountyFIPS,Age Group (5-year),Age Sorting Variable,Sex,Total Population 2020,Total Population 2021,Total Population 2022,Total Population 2023,Total Population 2024,Total Population 2025
King,33,30-34,7,Male,105987,105090.18,109139.57,110838.03,112750.34,113688.38
King,33,30-34,7,Female,100201,98441.21,101172.16,102290.39,103342.27,103794.87
King,33,35-39,8,Female,92407,91899.08,93992.03,95683.14,98276.36,99990.14
King,33,35-39,8,Male,97231,97733.96,100726.95,103825.3,107002.37,108575.83
King,33,45-49,10,Female,74211,74522.5,74402.51,75078.55,76613.99,78424.21
King,33,45-49,10,Male,75356,75802.93,76437.9,77543.18,79828.56,81313.79
King,33,50-54,11,Male,72272,74955.6,75827.6,75946.79,75163.48,74871.87
King,33,50-54,11,Female,70743,72898.45,73797.35,73929.53,73716.41,73468.31
King,33,55-59,12,Male,68361,68227.25,67503.35,66998.15,67862.5,70423.41
King,33,55-59,12,Female,67996,67472.4,66672.79,66173.71,66667.94,68950.46
King,33,60-64,13,Male,61676,62745.6,62854.72,63127.56,63623.69,64694.13
King,33,60-64,13,Female,63810,64402.36,64021.07,63773.46,63889.78,64607.75
King,33,65-69,14,Female,54375,55446.92,56135.67,57058.39,58171.57,59649.81
King,33,65-69,14,Male,49591,50983.35,51993.86,53145.16,54519.83,56201.09
King,33,70-74,15,Male,37095,38452.86,39317.06,40375.96,41623.04,43584.59
King,33,70-74,15,Female,43839,45851.53,47157.26,48133.7,49216.43,50367.39
King,33,75-79,16,Female,29020,31085.28,33068.05,35090.29,37437.18,39714.99
King,33,75-79,16,Male,23489,24856.53,26062.93,27515.67,29257.81,31027.3
King,33,80-84,17,Male,14013,14496.84,14907.78,15676.29,16751.34,17955.29
King,33,80-84,17,Female,19071,19862.57,20609.3,21540.62,22809.43,24377.89
King,33,85+,18,Female,22745,22540.74,22087.05,22010.29,22409.49,23051.29
King,33,40-44,18,Male,81803,82136.41,85672.11,89365.69,93407.54,97735.7
King,33,40-44,18,Female,79414,79035.61,82020.23,85119.77,88290.02,91527.36
King,33,85+,18,Male,12964,12838.27,12616.8,12740.31,13031.78,13550.58
Kitsap,35,0-4,1,Female,7083,7000.73,7008.65,7076.27,6975.02,6981.55
Kitsap,35,0-4,1,Male,7535,7447.68,7503.78,7483.35,7365.85,7306.73
Kitsap,35,9-May,2,Female,7756,7703.57,7694.08,7661.33,7610.07,7605.92
Kitsap,35,9-May,2,Male,7993,7971.69,8013.3,8036.29,8045.78,8094.74
Kitsap,35,14-Oct,3,Female,7869,7935.21,8033.2,8108.49,8138.75,8175.05
Kitsap,35,14-Oct,3,Male,8245,8260.16,8330.17,8375.08,8388.75,8433.93
Kitsap,35,15-19,4,Female,7554,7642.54,7523.32,7664.03,7807.47,7949.33
Kitsap,35,15-19,4,Male,8273,8293.67,8314.07,8383.68,8503.11,8605.34
Kitsap,35,20-24,5,Female,7777,7806.73,8326.28,7998.63,7975.68,7980.4
Kitsap,35,20-24,5,Male,11907,11784.24,12059.49,11860.38,12217.65,12019.56
Kitsap,35,25-29,6,Female,8789,8639.9,8435.15,8270.91,8379.51,8367.75
Kitsap,35,25-29,6,Male,10734,10665.51,10638.24,10636.73,10843.31,10911.48
Kitsap,35,30-34,7,Male,9820,9899.11,9924.78,9918.69,10015.23,10131.12
Kitsap,35,30-34,7,Female,9021,9310.3,9463.13,9644.82,9562.46,9345.52
Kitsap,35,35-39,8,Male,9339,9505.16,9576.33,9595.14,9578.92,9758.99
Kitsap,35,35-39,8,Female,8787,9077.07,9210.12,9398.82,9578.45,9746.99
Kitsap,35,45-49,10,Male,7456,7249.64,7284.41,7516.44,7772.1,7978.78
Kitsap,35,45-49,10,Female,7425,7302.69,7330.3,7567.32,7848.54,8143.21
Kitsap,35,50-54,11,Female,8407,8283.99,8269.58,8126.1,7870.97,7587.51
Kitsap,35,50-54,11,Male,7940,7965.36,7974.56,7872.1,7661.79,7488.49
Kitsap,35,55-59,12,Female,9785,9533.96,9202.73,8879.39,8622.31,8545.96
Kitsap,35,55-59,12,Male,9108,8827.1,8571.33,8255.8,8051.65,7981.59
Kitsap,35,60-64,13,Female,9924,9900.69,9928.64,9937.13,9858.57,9820.88
Kitsap,35,60-64,13,Male,9161,9105.94,9075.71,9079.34,8997.02,8978.02
Kitsap,35,65-69,14,Male,8421,8513.11,8613.28,8668.72,8679.41,8724.71
Kitsap,35,65-69,14,Female,9407,9528.21,9682.12,9768.66,9787.04,9859.76
Kitsap,35,70-74,15,Female,7815,8171.54,8461.83,8703.63,8933.49,9086.68
Kitsap,35,70-74,15,Male,6880,7124.58,7343.09,7534.25,7696.6,7834.62
Kitsap,35,75-79,16,Male,4516,4857.46,5195.25,5487.68,5762.57,6039.6
Kitsap,35,75-79,16,Female,5025,5470.32,5947.2,6394.93,6846.02,7252.52
Kitsap,35,80-84,17,Female,2859,3059.38,3299.75,3614.42,3929.71,4294.56
Kitsap,35,80-84,17,Male,2412,2606.07,2816.97,3065.06,3318.3,3584.77
Kitsap,35,85+,18,Female,3057,3067.89,3070.73,3128.16,3233.93,3387.96
Kitsap,35,40-44,18,Male,7846,8134.91,8422.55,8739.27,9064.64,9348.55
Kitsap,35,40-44,18,Female,7841,8154.62,8421.26,8747.17,9060.11,9267.96
Kitsap,35,85+,18,Male,1844,1899.26,1934.62,2001.79,2119.2,2279.51
Kittitas,37,0-4,1,Male,1099.38,1039.14,1012.79,979.0248346,956.4658546,959.82
Kittitas,37,0-4,1,Female,1093.38,1071.84,1058.37,1048.72,1023.08,1006.87
Kittitas,37,9-May,2,Female,1145.39,1145.74,1141.44,1121.11,1116.03,1121.59
Kittitas,37,9-May,2,Male,1192.41,1185.95,1173.55,1143.82,1131.08,1127.83
Kittitas,37,14-Oct,3,Female,1138.39,1152.63,1162.84,1159.77,1172.99,1177.25
Kittitas,37,14-Oct,3,Male,1190.41,1207.43,1216.18,1210.06,1224.18,1224.81
Kittitas,37,15-19,4,Female,2306.79,1625.43,2083.58,2254.02,2285.28,2305.76
Kittitas,37,15-19,4,Male,2063.71,1487.88,1892.68,2068.64,2123.85,2082.89
Kittitas,37,20-24,5,Female,3077.06,2836.81,3192.65,3106.79,3337.72,3235.14
Kittitas,37,20-24,5,Male,3288.13,2949.37,3349.76,3236.75,3400.82,3304.7
Kittitas,37,25-29,6,Female,1317.45,1252.3,1263.51,1214.59,1271.16,1311.95
Kittitas,37,25-29,6,Male,1554.54,1485.87,1487.1,1442.6,1450.14,1499.32
Kittitas,37,30-34,7,Male,1421.49,1377.36,1379.57,1388.41,1375.24,1403.34
Kittitas,37,30-34,7,Female,1274.44,1268.5,1195.33,1194.78,1209.72,1232.36
Kittitas,37,35-39,8,Female,1243.43,1287.56,1299.31,1256.32,1269.58,1301.25
Kittitas,37,35-39,8,Male,1308.45,1340.69,1329.12,1275.53,1310.55,1324.78
Kittitas,37,45-49,10,Female,1066.37,1086.69,1114.38,1121.51,1176.09,1215.21
Kittitas,37,45-49,10,Male,1112.38,1140.95,1158.76,1184.91,1241.17,1276.86
Kittitas,37,50-54,11,Male,1172.4,1183.87,1221.88,1227.35,1254.04,1231.2
Kittitas,37,50-54,11,Female,1140.39,1145.38,1158.48,1180.1,1182.21,1164.73
Kittitas,37,55-59,12,Female,1452.5,1443.62,1385.41,1336.04,1337.11,1268.86
Kittitas,37,55-59,12,Male,1334.46,1346.7,1302.88,1288.37,1273.97,1298.82
Kittitas,37,60-64,13,Female,1518.52,1565.48,1576.59,1554.44,1581.56,1556.05
Kittitas,37,60-64,13,Male,1458.5,1480.21,1487.93,1460.38,1502.63,1453.72
Kittitas,37,65-69,14,Female,1424.49,1482.36,1514.48,1527.53,1580.73,1605.76
Kittitas,37,65-69,14,Male,1412.49,1478,1495.02,1487.46,1537.53,1551.41
Kittitas,37,70-74,15,Female,1117.38,1183.98,1236.38,1269.98,1323.45,1378.84
Kittitas,37,70-74,15,Male,1125.39,1201.75,1261.85,1294.33,1338.68,1382.15
Kittitas,37,75-79,16,Male,710.2445537,757.499572,810.4054532,859.8381209,924.8667515,996.08
Kittitas,37,75-79,16,Female,791.2724537,842.3611376,893.2724909,938.1249689,989.6488596,1037.14
Kittitas,37,80-84,17,Male,473.1629212,507.4626902,524.6403742,531.5786884,560.6714937,580.42
Kittitas,37,80-84,17,Female,445.1532767,492.1677572,534.7678295,574.2920222,613.6585672,663.34
Kittitas,37,85+,18,Male,280.0964437,306.7194895,327.4238053,358.0599975,393.2707272,424.1
Kittitas,37,40-44,18,Male,1154.4,1232.9,1277.65,1302.01,1353.24,1382.64
Kittitas,37,40-44,18,Female,1132.39,1196.22,1237.88,1251.89,1297.55,1354.59
Kittitas,37,85+,18,Female,431.1484546,436.1655142,442.1209268,450.8644874,480.0290596,508.43
Klickitat,39,0-4,1,Male,539.3489099,531.8174341,533.3685765,535.5553254,533.1086387,553.32
Klickitat,39,0-4,1,Female,518.335316,499.4267574,489.9756736,482.5703949,481.5431834,479.41
Klickitat,39,9-May,2,Male,625.4045801,605.3875657,593.3281295,579.1380902,569.2135866,563.29
Klickitat,39,9-May,2,Female,599.3877495,579.4424287,568.0465688,554.9660998,546.6214487,541.97
Klickitat,39,14-Oct,3,Female,652.4220579,649.7635308,647.8835829,641.478163,633.1205462,620.26
Klickitat,39,14-Oct,3,Male,706.4570136,690.7988562,685.7102253,675.0197457,664.5825869,648.58
Klickitat,39,15-19,4,Female,573.370919,595.7005534,599.758564,615.8300091,634.1860795,647.73
Klickitat,39,15-19,4,Male,692.4479511,708.8445036,708.1744353,702.3786361,706.825962,706.32
Klickitat,39,20-24,5,Female,432.2796457,452.9773788,440.4687676,460.4334703,477.1479692,508.97
Klickitat,39,20-24,5,Male,471.3048915,495.6165816,468.5832631,489.2455019,510.4586923,557.91
Klickitat,39,25-29,6,Male,509.32949,493.5808175,488.1417931,492.8572812,493.4016434,501.56
Klickitat,39,25-29,6,Female,466.3016549,461.1161616,459.7463365,451.6862894,450.8473023,470.24
Klickitat,39,30-34,7,Male,680.4401831,675.6308766,659.4058597,630.7219063,621.1897814,586.13
Klickitat,39,30-34,7,Female,675.4369465,666.8011258,639.9599023,608.7902268,600.433207,568.31
Klickitat,39,35-39,8,Female,710.459603,747.0157233,767.7758552,756.5665124,759.0326724,748.43
Klickitat,39,35-39,8,Male,749.4848488,771.1415315,758.1521465,752.8205186,736.6393967,737.6
Klickitat,39,45-49,10,Male,729.4719022,722.0304393,725.7056917,741.1582927,755.4461784,772.55
Klickitat,39,45-49,10,Female,672.4350045,685.3386704,698.9528972,707.5868062,731.5229508,723.39
Klickitat,39,50-54,11,Female,649.4201159,644.2229444,655.131199,665.7260101,670.2239706,676.31
Klickitat,39,50-54,11,Male,728.4712549,731.2563463,747.5383495,739.0622071,728.7107626,707.31
Klickitat,39,55-59,12,Female,776.5023266,757.0207433,727.519769,711.408445,693.9652064,689.86
Klickitat,39,55-59,12,Male,802.5191571,788.3135251,779.9135401,775.9082898,775.3400336,782
Klickitat,39,60-64,13,Male,938.6071938,921.4674754,907.3367382,888.9853544,879.0124389,851.93
Klickitat,39,60-64,13,Female,1037.67,995.5641995,969.0693899,921.5184106,896.2904328,842.03
Klickitat,39,65-69,14,Male,966.625319,978.0062056,973.5711285,977.9912105,974.4651473,956.61
Klickitat,39,65-69,14,Female,971.6285556,1011.35,1030.42,1040.19,1040.81,1044.91
Klickitat,39,70-74,15,Female,699.4524823,743.4274077,812.0377521,866.5812711,904.1018285,945.01
Klickitat,39,70-74,15,Male,814.5269251,848.6644178,889.4368589,901.0437879,908.9035854,917.5
Klickitat,39,75-79,16,Male,521.3372579,548.6052487,578.5423874,622.8479806,673.4174991,717.27
Klickitat,39,75-79,16,Female,498.3223694,531.0955252,553.1597742,577.1590549,614.1954218,646.36
Klickitat,39,80-84,17,Female,264.1708946,291.0627166,320.3475088,355.4252339,390.0774116,423.76
Klickitat,39,80-84,17,Male,287.1857832,316.1758947,337.0094288,354.5909176,377.3587893,401.88
Klickitat,39,85+,18,Female,202.4334656,214.819997,225.478779,244.3221038,261.8152398,283.86
Klickitat,39,40-44,18,Female,696.4505404,712.6654745,728.4560151,740.1942044,745.9957298,761.77
Klickitat,39,40-44,18,Male,731.4731968,773.4385199,807.8226495,797.1499139,805.373562,789.72
Klickitat,39,85+,18,Male,144.0932152,160.4172613,174.0656794,191.0938966,204.6229658,225.94
Lewis,41,0-4,1,Female,2189.13,2118.49,2121.07,2167.85,2172.95,2224.42
Lewis,41,0-4,1,Male,2396.15,2322.74,2316.27,2306.55,2309.85,2350.65
Lewis,41,9-May,2,Female,2509.15,2425.47,2367.01,2297.97,2237.18,2199.21
Lewis,41,9-May,2,Male,2659.16,2584.73,2538.55,2476.59,2423.98,2390.99
Lewis,41,14-Oct,3,Female,2576.16,2555.87,2565.49,2549,2524.46,2480.37
Lewis,41,14-Oct,3,Male,2744.17,2703.53,2695.23,2679.71,2663.1,2629.44
Lewis,41,15-19,4,Male,2693.16,2700.8,2649.57,2638.7,2627.78,2614.97
Lewis,41,15-19,4,Female,2393.15,2418.96,2380.08,2411.65,2431.07,2449.44
Lewis,41,20-24,5,Male,2162.13,2229.82,2138.81,2186.14,2216.93,2292.88
Lewis,41,20-24,5,Female,1993.12,2058.33,2021.95,2071.36,2094.88,2152.95
Lewis,41,25-29,6,Male,2258.14,2244.31,2245.2,2218.48,2276.91,2339.49
Lewis,41,25-29,6,Female,2177.13,2131.63,2096.02,2067.33,2115.75,2189.83
Lewis,41,30-34,7,Female,2410.15,2442.65,2480.79,2481.02,2472.93,2448.5
Lewis,41,30-34,7,Male,2433.15,2524.8,2551.68,2613.41,2636.57,2657.83
Lewis,41,35-39,8,Male,2451.15,2556.86,2653.1,2654.56,2685.75,2771.56
Lewis,41,35-39,8,Female,2458.15,2536.58,2594.55,2609.56,2651.95,2675.9
Lewis,41,45-49,10,Female,2283.14,2292.27,2324.38,2340.87,2425.66,2477.9
Lewis,41,45-49,10,Male,2262.14,2292.13,2369.26,2439.73,2549.13,2642.81
Lewis,41,50-54,11,Female,2364.14,2347.95,2408.73,2464.49,2442.02,2430.46
Lewis,41,50-54,11,Male,2452.15,2445.53,2482.2,2490.4,2496.46,2433.57
Lewis,41,55-59,12,Female,2927.18,2806.65,2682.29,2551.72,2515.95,2450.44
Lewis,41,55-59,12,Male,2748.17,2666.33,2629.86,2588.41,2511.66,2536.47
Lewis,41,60-64,13,Female,3156.19,3128.18,3144.53,3136.85,3113.36,3002.28
Lewis,41,60-64,13,Male,2987.18,2951.41,2943.78,2900.96,2909.22,2833.17
Lewis,41,65-69,14,Female,3044.19,3069,3123.31,3140.45,3149.11,3144.43
Lewis,41,65-69,14,Male,2848.17,2876.36,2927.14,2967.65,3027.85,2979.21
Lewis,41,70-74,15,Male,2409.15,2500.39,2577.06,2638.65,2695.3,2688.94
Lewis,41,70-74,15,Female,2450.15,2525.59,2625.69,2711.31,2777,2834.53
Lewis,41,75-79,16,Female,1707.1,1790.18,1861.38,1934.7,2032.48,2125.39
Lewis,41,75-79,16,Male,1564.1,1662.14,1790.41,1894.07,1988.39,2087.34
Lewis,41,80-84,17,Male,955.0582459,1007.63,1058.11,1112.24,1165.66,1214.12
Lewis,41,80-84,17,Female,1075.07,1132.05,1199.58,1262.06,1313.3,1375.88
Lewis,41,40-44,18,Male,2404.15,2500.37,2570.66,2664.6,2737.66,2733.87
Lewis,41,85+,18,Female,1017.06,1028.15,1044.36,1072.19,1115.33,1161.74
Lewis,41,40-44,18,Female,2338.14,2418.23,2477.35,2546.32,2602.49,2646.59
Lewis,41,85+,18,Male,653.0398268,703.8746683,744.534371,787.440222,839.8973979,882.44
Lincoln,43,0-4,1,Male,282.4417369,279.033398,286.9208197,275.4299604,292.9760639,277.66
Lincoln,43,0-4,1,Female,266.4166767,266.6522179,258.569392,272.224747,282.3524567,285.63
Lincoln,43,9-May,2,Male,297.4652335,292.2674031,293.7480654,306.2170852,306.4434576,311.61
Lincoln,43,9-May,2,Female,313.4902968,307.2540448,303.9535634,295.5179819,290.6530262,287.62
Lincoln,43,14-Oct,3,Male,384.6015136,368.9799341,363.9088916,351.5439029,355.8787506,353.09
Lincoln,43,14-Oct,3,Female,316.4949959,316.3381165,325.8369703,335.0767996,344.0358382,335.14
Lincoln,43,15-19,4,Male,342.5357232,365.585175,385.104346,379.8793802,400.9788983,404.87
Lincoln,43,15-19,4,Female,339.5310239,347.808975,344.2544225,335.9473319,341.2643233,336.69
Lincoln,43,20-24,5,Male,203.317988,219.3450733,203.2802288,215.3883146,229.0677483,252.03
Lincoln,43,20-24,5,Female,197.3085891,223.8021889,201.1993834,213.7506196,237.8943744,266.03
Lincoln,43,25-29,6,Female,198.3101553,194.8983518,194.1100437,191.2375698,198.2997752,200.44
Lincoln,43,25-29,6,Male,206.3226869,200.925045,202.9214641,203.4529145,211.0490984,212.04
Lincoln,43,30-34,7,Male,256.4010094,252.534231,248.9133016,240.9029792,237.3185258,237.54
Lincoln,43,30-34,7,Female,272.4260741,258.6689631,260.0674986,249.7884455,244.1581532,239.5
Lincoln,43,35-39,8,Female,316.4949962,318.1783578,330.8822007,324.2790468,323.5694575,303.66
Lincoln,43,35-39,8,Male,276.4323382,278.5516361,302.0330481,300.0267968,308.3527467,289.82
Lincoln,43,45-49,10,Male,255.3994427,270.8231149,289.1453275,305.6063841,317.7078947,319.87
Lincoln,43,45-49,10,Female,275.4307719,276.0354617,287.0574373,291.9840623,305.6669326,311.22
Lincoln,43,50-54,11,Female,291.4558349,284.9298774,292.3064405,303.1216936,294.7665474,279.7
Lincoln,43,50-54,11,Male,315.4934291,298.5807525,293.5600131,291.2671307,282.2742716,282.17
Lincoln,43,55-59,12,Female,389.6093459,372.1368024,351.853767,336.949784,327.1585914,315.56
Lincoln,43,55-59,12,Male,382.5983805,365.2624097,363.3899714,350.6393033,348.8410685,333.38
Lincoln,43,60-64,13,Male,497.7785212,476.6619904,460.8268928,444.6385875,426.0436368,395.31
Lincoln,43,60-64,13,Female,488.7644236,469.774829,468.7639662,451.5657277,431.2032323,415.64
Lincoln,43,65-69,14,Male,495.7753887,493.7529709,507.1485622,506.5649225,501.2890301,496.57
Lincoln,43,65-69,14,Female,468.7330952,471.3991963,482.3643035,493.1573525,495.5289821,488.45
Lincoln,43,70-74,15,Female,409.6406742,423.3864887,433.1133218,438.6612015,444.6328279,441.81
Lincoln,43,70-74,15,Male,413.6469402,427.7719568,445.0166681,454.5260899,465.7900344,463.35
Lincoln,43,75-79,16,Female,249.3900439,263.7673781,291.4131926,319.442834,345.5247236,361.92
Lincoln,43,75-79,16,Male,277.4339045,287.3513597,304.578254,327.1226757,342.8617169,358.78
Lincoln,43,80-84,17,Male,164.2568963,171.1858608,180.5066515,185.6181088,191.8752173,202.85
Lincoln,43,80-84,17,Female,197.3085892,205.1225528,207.299849,204.028746,203.3858813,206.51
Lincoln,43,85+,18,Female,122.1911067,130.8560521,140.4579392,155.1801549,171.9853394,178.81
Lincoln,43,40-44,18,Female,275.4307717,288.9642144,311.4103452,328.4806462,340.5371405,344.01
Lincoln,43,85+,18,Male,117.1832736,124.6073007,128.9934965,134.8704773,141.0310507,146.04
Lincoln,43,40-44,18,Male,318.4981284,306.8063194,305.0899606,310.9102414,317.6031863,314.68
Mason,45,0-4,1,Male,1614.25,1623.74,1595.06,1616.56,1642.53,1650.76
Mason,45,0-4,1,Female,1600.24,1569.14,1600.69,1593.57,1577.05,1560.94
Mason,45,9-May,2,Male,1780.27,1751.3,1731.64,1705.34,1682.51,1663.83
Mason,45,9-May,2,Female,1704.26,1689.17,1683.25,1670.56,1657.5,1648.58
Mason,45,14-Oct,3,Female,1748.27,1755.58,1763.61,1769.17,1763.27,1737.87
Mason,45,14-Oct,3,Male,1870.28,1870.23,1874.18,1869.81,1861.23,1830.56
Mason,45,15-19,4,Male,1825.28,1837.84,1836.8,1846.01,1857.25,1859.71
Mason,45,15-19,4,Female,1627.25,1670.08,1653.27,1687.86,1707.11,1712.09
Mason,45,20-24,5,Male,1708.26,1740.17,1711.59,1730.41,1724.2,1751
Mason,45,20-24,5,Female,1362.21,1413.71,1382.2,1437.88,1469.05,1505.53
Mason,45,25-29,6,Female,1643.25,1571.2,1535.78,1507.68,1534.27,1558.49
Mason,45,25-29,6,Male,2060.31,1925.2,1916.72,1922.05,1872.48,1859.99
Mason,45,30-34,7,Female,1846.28,1868.15,1882.73,1920.36,1966.76,1947.18
Mason,45,30-34,7,Male,2171.33,2118.34,2140.58,2191.58,2148.4,2147.17
Mason,45,35-39,8,Female,1903.29,1919.22,1926.9,1947.46,1949.09,1977.64
Mason,45,35-39,8,Male,2162.33,2086.3,2083.4,2151.21,2083.07,2195.23
Mason,45,45-49,10,Male,1922.29,1859.03,1863.92,1889.28,1893.12,1939.73
Mason,45,45-49,10,Female,1627.25,1607.17,1615.09,1673.33,1736.93,1766.12
Mason,45,50-54,11,Male,1957.3,1877.49,1893.12,1902.63,1891.92,1886.72
Mason,45,50-54,11,Female,1915.29,1851.27,1826.1,1821.12,1809.45,1755.42
Mason,45,55-59,12,Female,2489.38,2405,2309.28,2205.23,2112.56,2031.42
Mason,45,55-59,12,Male,2379.36,2239.16,2147.6,2103.98,2049.24,2009.32
Mason,45,60-64,13,Male,2795.43,2710.94,2661.87,2572.11,2534.5,2428.19
Mason,45,60-64,13,Female,2699.41,2713.09,2719.19,2739.12,2738.52,2661.55
Mason,45,65-69,14,Female,2708.41,2744.89,2796.86,2821.16,2839.93,2802.81
Mason,45,65-69,14,Male,2664.41,2730.56,2785.24,2856.51,2872.73,2798.24
Mason,45,70-74,15,Female,2245.34,2350.42,2444.8,2501.74,2541.36,2569.36
Mason,45,70-74,15,Male,2177.33,2297.15,2372.43,2445.08,2520.53,2564.29
Mason,45,75-79,16,Female,1463.22,1568.99,1672.3,1792.78,1917.33,2010.83
Mason,45,75-79,16,Male,1381.21,1468.24,1578.84,1697.93,1791.27,1900.44
Mason,45,80-84,17,Male,850.1293445,904.0405916,949.9614525,975.7420795,1019.14,1058.66
Mason,45,80-84,17,Female,884.1345182,945.796831,1000.12,1072.28,1132.45,1198.39
Mason,45,85+,18,Female,709.1078885,744.4251221,779.6635198,825.4786113,874.9960736,926.78
Mason,45,40-44,18,Male,1996.3,1995.46,2025.25,2012.27,2043.83,2118.95
Mason,45,85+,18,Male,533.0811066,572.2967603,615.242968,659.6109881,711.3547139,753.1
Mason,45,40-44,18,Female,1700.26,1755.22,1824.73,1865.09,1948.07,2013.14
Okanogan,47,0-4,1,Female,1114.03,1082.38,1078.89,1081.16,1047.45,1020.34
Okanogan,47,0-4,1,Male,1120.03,1097.39,1100.24,1137.4,1127.67,1114.22
Okanogan,47,9-May,2,Female,1202.03,1171.31,1165.82,1160.43,1173.15,1185.6
Okanogan,47,9-May,2,Male,1317.03,1273.58,1247.98,1218.09,1195.21,1190.32
Okanogan,47,14-Oct,3,Male,1410.03,1397.75,1388.4,1388.68,1387.41,1365.89
Okanogan,47,14-Oct,3,Female,1388.03,1364.07,1337.07,1312.72,1289.98,1289.55
Okanogan,47,15-19,4,Female,1134.03,1208.82,1249.96,1261.88,1320.7,1369.71
Okanogan,47,15-19,4,Male,1342.03,1361.7,1366.84,1382.03,1392.14,1420.24
Okanogan,47,20-24,5,Male,1046.02,1089.09,1046.91,1093.23,1128.7,1186.72
Okanogan,47,20-24,5,Female,780.0186228,832.7543544,797.8745892,842.0832757,898.4345583,961.99
Okanogan,47,25-29,6,Female,960.0229196,919.504422,876.3859101,854.3560637,822.3299201,853.53
Okanogan,47,25-29,6,Male,1188.03,1147.5,1108.6,1050.73,1024.56,1044.38
Okanogan,47,30-34,7,Male,1312.03,1353.89,1363.64,1360.88,1304.08,1242.48
Okanogan,47,30-34,7,Female,1110.03,1145.58,1162.32,1154.24,1146.3,1084.09
Okanogan,47,35-39,8,Female,1185.03,1196.37,1224.25,1225.35,1231.26,1228.27
Okanogan,47,35-39,8,Male,1243.03,1326.66,1379.42,1392.99,1383.05,1373.62
Okanogan,47,45-49,10,Male,1129.03,1170.29,1212.26,1256.38,1271.22,1284.98
Okanogan,47,45-49,10,Female,1106.03,1102.1,1110.43,1126.06,1137.46,1166.37
Okanogan,47,50-54,11,Male,1208.03,1189.22,1220.72,1240.18,1228.35,1214.51
Okanogan,47,50-54,11,Female,1186.03,1160.87,1168.52,1172.93,1157.49,1140.57
Okanogan,47,55-59,12,Female,1404.03,1337.49,1295.78,1255.45,1223.49,1194.52
Okanogan,47,55-59,12,Male,1377.03,1334.96,1296.41,1243.71,1217.77,1216.86
Okanogan,47,60-64,13,Female,1771.04,1689.84,1634.18,1557.18,1497.52,1418.74
Okanogan,47,60-64,13,Male,1646.04,1582.73,1563.56,1533.71,1508.6,1448.04
Okanogan,47,65-69,14,Male,1783.04,1765.3,1764.49,1742.42,1709.14,1650.8
Okanogan,47,65-69,14,Female,1740.04,1765.54,1801.6,1814.06,1805.84,1773.43
Okanogan,47,70-74,15,Male,1493.04,1533.73,1587.13,1619.86,1651.56,1672.57
Okanogan,47,70-74,15,Female,1347.03,1392.7,1466.52,1537.48,1598.67,1656.81
Okanogan,47,75-79,16,Female,887.0211717,948.5602388,1006.01,1062.33,1127.04,1190.56
Okanogan,47,75-79,16,Male,936.0223403,987.0868559,1049.81,1111.54,1182.25,1253.79
Okanogan,47,80-84,17,Male,544.0129838,570.7739255,602.3300096,633.1587739,662.7718338,705.34
Okanogan,47,80-84,17,Female,503.0120051,523.5860222,563.4099544,611.8566527,668.6366547,731.84
Okanogan,47,85+,18,Female,532.0126968,538.3757525,542.1581306,551.7588771,568.0535567,589.45
Okanogan,47,85+,18,Male,369.0088052,381.3279867,396.0885367,416.5937492,443.5347168,482.12
Okanogan,47,40-44,18,Male,1167.03,1243.72,1320.64,1365.15,1420.17,1424.76
Okanogan,47,40-44,18,Female,1124.03,1163.45,1203.35,1231.95,1247.99,1253.01
Pacific,49,0-4,1,Male,489.0408978,472.6306792,455.3327142,437.4029923,412.7716357,403.46
Pacific,49,0-4,1,Female,393.0327554,385.5996317,382.346448,366.433396,371.7828106,380.65
Pacific,49,9-May,2,Male,506.0420264,494.9836793,493.3725849,495.4826925,498.9514421,505.52
Pacific,49,9-May,2,Female,565.0468069,527.7902402,493.3522208,459.2954025,430.6599947,410.06
Pacific,49,14-Oct,3,Male,622.0518408,588.2860984,557.938661,536.9463436,525.4594993,509.24
Pacific,49,14-Oct,3,Female,604.0501983,606.9129513,613.3134206,603.4123483,588.2132448,568.38
Pacific,49,15-19,4,Female,533.0444306,553.6437867,556.239271,567.9286974,580.8976671,594.93
Pacific,49,15-19,4,Male,721.0597848,724.5032086,692.9741845,658.6217873,631.3141825,608.95
Pacific,49,20-24,5,Male,448.0373173,495.4201029,444.6430115,472.0842278,513.3690172,566.29
Pacific,49,20-24,5,Female,392.0326698,414.5829916,398.9003255,416.6721116,438.7442202,465.78
Pacific,49,25-29,6,Male,447.0373236,436.7061935,433.0308894,429.8292816,440.0668089,464.59
Pacific,49,25-29,6,Female,414.0343133,416.5068252,412.2864241,400.489482,397.4209815,412.34
Pacific,49,30-34,7,Female,541.0450435,536.0013735,527.6491134,522.5851829,509.3122517,493.59
Pacific,49,30-34,7,Male,536.0447045,543.6622778,537.9651203,523.1567641,509.6976313,489.24
Pacific,49,35-39,8,Female,569.0474946,589.6621285,606.8382657,603.3215606,609.9171931,601.01
Pacific,49,35-39,8,Male,599.0499634,619.0819437,612.5828937,601.4630817,601.1901594,593.6
Pacific,49,45-49,10,Male,593.0492046,589.8151103,606.5735903,611.3798102,637.7933786,640.69
Pacific,49,45-49,10,Female,570.0476279,557.9852396,571.9343923,578.3199811,590.9857164,584.37
Pacific,49,50-54,11,Female,698.0580304,672.1293363,672.2904921,666.1395985,666.6213306,648.39
